City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kirakira,-10.4544,161.9205,25.84,80,100,4.28,SB,1700644087
363,llandrindod wells,52.2416,-3.3787,10.72,94,100,4.39,GB,1700644087
364,al mayadin,35.0209,40.4535,16.48,26,47,3.24,SY,1700644087
365,mount pearl,47.5166,-52.7813,0.08,72,100,0.89,CA,1700643740
366,el granada,37.5027,-122.4694,14.99,68,40,1.54,US,1700643869
367,chazuta,-6.5742,-76.1367,23.42,92,97,0.23,PE,1700644087
368,pavlodar,52.3,76.95,-2.11,50,0,9.0,KZ,1700643595
369,orapa,-21.2833,25.3667,37.06,19,86,4.85,BW,1700644088
370,ulladulla,-35.35,150.4667,20.98,88,100,3.28,AU,1700643595
371,narra,9.3167,118.4,27.13,86,100,3.95,PH,1700644088
372,klotze,52.6167,11.1667,2.79,68,38,1.51,DE,1700644088
373,savonlinna,61.8699,28.88,-7.97,93,100,2.57,FI,1700644088
374,cidade velha,14.9167,-23.6167,26.51,73,100,3.58,CV,1700643841
375,strasburg,48.5834,7.743,4.37,75,0,6.17,FR,1700643913
376,whitehorse,60.7161,-135.0538,-7.05,85,100,7.6,CA,1700643810
377,tolanaro,-25.0319,46.9987,29.36,52,0,9.62,MG,1700644088
378,urzhum,57.1141,49.9996,-6.25,94,100,7.22,RU,1700643870
379,cobija,-11.0267,-68.7692,21.23,95,93,1.09,BO,1700644088
380,tommot,58.9564,126.2925,-19.55,93,100,4.43,RU,1700644088
381,nettuno,41.4826,12.679,15.99,94,15,2.97,IT,1700644089
382,menongue,-14.6585,17.691,23.2,65,100,2.41,AO,1700643865
383,eyl,7.9803,49.8164,30.99,52,58,7.44,SO,1700644089
384,yadrin,55.9405,46.2062,-5.95,82,100,6.68,RU,1700644089
385,zyrya,40.3661,50.2917,15.05,65,57,4.35,AZ,1700644089
386,tura,25.5198,90.2201,24.39,56,30,1.6,IN,1700643839
387,bengkulu,-3.8004,102.2655,26.38,84,100,1.41,ID,1700644089
388,newman,37.3138,-121.0208,8.92,61,83,1.77,US,1700644086
389,leh,34.1667,77.5833,4.04,19,0,0.15,IN,1700644089
390,qusmuryn,52.4503,64.6311,5.38,98,100,9.24,KZ,1700644090
391,buritizeiro,-17.3511,-44.9622,22.42,83,100,0.52,BR,1700644090
392,torquay,50.4638,-3.5143,6.87,88,100,1.34,GB,1700644087
393,sanya,18.2431,109.505,25.37,74,36,5.14,CN,1700643850
394,mejit,10.2753,170.8646,27.63,77,35,9.64,MH,1700643856
395,pariaman,-0.619,100.12,28.03,70,98,2.17,ID,1700644090
396,saint-philippe,-21.3585,55.7679,28.39,84,51,6.49,RE,1700643822
397,aripuana,-9.1667,-60.6333,22.24,98,100,0.78,BR,1700643847
398,phan thiet,10.9333,108.1,28.15,74,58,5.39,VN,1700644090
399,acapulco de juarez,16.8634,-99.8901,25.78,84,41,1.78,MX,1700643621
400,yashikira,9.7667,3.4,29.32,22,100,0.6,NG,1700644091
401,isla mujeres,21.2311,-86.731,20.03,78,49,3.7,MX,1700644091
402,klaksvik,62.2266,-6.589,5.51,75,97,17.11,FO,1700643894
403,dolores,-36.3132,-57.6792,8.92,71,11,2.21,AR,1700644091
404,cadale,2.7603,46.3222,29.37,69,98,7.47,SO,1700644091
405,along,28.1667,94.7667,26.08,47,22,0.85,IN,1700644091
406,nizhneangarsk,55.7833,109.55,-16.67,60,100,2.24,RU,1700644091
407,kailua-kona,19.6406,-155.9956,25.98,88,75,2.57,US,1700643851
408,shillong,25.5689,91.8831,19.02,60,40,2.06,IN,1700644006
409,vernon,50.2581,-119.2691,5.16,79,100,2.24,CA,1700643827
410,yeraliyev,43.2,51.65,8.37,53,94,13.88,KZ,1700643829
411,grand falls-windsor,48.9332,-55.6649,-4.98,83,8,1.83,CA,1700643861
412,dul'durga,50.6761,113.5931,-14.91,68,95,7.59,RU,1700644092
413,savanna-la-mar,18.219,-78.1332,24.96,79,17,3.42,JM,1700644092
414,bandundu,-3.3167,17.3667,29.65,65,88,1.52,CD,1700644092
415,kem',64.9555,34.5793,-12.41,92,29,3.14,RU,1700644087
416,aketi,2.7388,23.7833,28.37,68,94,1.26,CD,1700644092
417,peniche,39.3558,-9.3811,11.73,76,12,5.47,PT,1700644092
418,touros,-5.1989,-35.4608,26.37,73,15,6.53,BR,1700643808
419,peterhead,57.5058,-1.7981,11.22,87,100,7.75,GB,1700643612
420,bardai,11.65,7.2333,26.75,22,100,4.5,NG,1700643845
421,toropets,56.4978,31.6353,-7.13,83,80,3.3,RU,1700644093
422,san pedro,14.35,121.0167,29.64,71,20,3.58,PH,1700644093
423,mbandaka,0.0487,18.2603,26.53,81,82,1.33,CD,1700644093
424,hohhot,40.8106,111.6522,2.17,54,45,8.47,CN,1700644093
425,souillac,-20.5167,57.5167,27.24,74,25,7.3,MU,1700644093
426,gornopravdinsk,60.05,69.9,-5.34,66,100,5.5,RU,1700644093
427,belyy yar,53.6039,91.3903,-11.06,62,0,3.0,RU,1700644094
428,ca mau,9.1769,105.15,28.7,69,100,1.75,VN,1700644094
429,kiunga,-6.1219,141.2906,26.43,86,57,0.34,PG,1700643831
430,coxen hole,16.3244,-86.5366,26.86,73,100,1.54,HN,1700644094
431,mitu,1.1983,-70.1733,21.38,97,100,0.56,CO,1700644094
432,micheweni,-4.9667,39.8333,28.36,74,71,2.07,TZ,1700644094
433,santiago de cao,-7.9589,-79.2392,18.07,88,66,1.54,PE,1700644094
434,howrah,22.5892,88.3103,29.0,48,20,4.12,IN,1700644094
435,whangarei,-35.7317,174.3239,14.9,97,100,0.99,NZ,1700644095
436,phitsanulok,16.9167,100.5,25.26,66,33,1.24,TH,1700644095
437,selfoss,63.9331,-20.9971,2.8,69,90,14.48,IS,1700643830
438,salekhard,66.53,66.6019,-22.72,100,95,3.82,RU,1700643614
439,bereznik,62.8551,42.7072,-13.93,91,77,2.43,RU,1700643846
440,titao,13.7667,-2.0667,29.34,17,100,4.89,BF,1700644095
441,nanzhang chengguanzhen,31.7839,111.8275,19.82,43,100,0.64,CN,1700644095
442,colonia menno,-22.3667,-59.8167,27.77,57,69,5.04,PY,1700644095
443,napanee,44.2501,-76.9494,6.14,97,100,5.18,CA,1700644095
444,villa bruzual,9.3328,-69.1208,24.2,83,99,1.81,VE,1700644095
445,torrington,41.8007,-73.1212,8.77,98,100,1.34,US,1700644096
446,tabas,33.5959,56.9244,17.88,12,0,8.1,IR,1700644024
447,beira,-19.8436,34.8389,31.05,74,20,7.72,MZ,1700643988
448,bukama,-9.2,25.85,30.63,54,96,1.3,CD,1700644096
449,princeville,45.7668,-61.2985,0.91,84,68,0.53,CA,1700644096
450,banda aceh,5.5577,95.3222,28.15,72,86,1.99,ID,1700644096
451,bryne,58.7354,5.6477,8.32,96,75,8.23,NO,1700644096
452,veinticinco de mayo,-35.4323,-60.1727,9.99,87,6,0.89,AR,1700644096
453,kamiiso,41.8167,140.65,12.79,84,75,2.85,JP,1700644096
454,zarow,50.9412,16.4947,-0.55,76,46,2.28,PL,1700644096
455,nogliki,51.8333,143.1667,-8.14,83,88,3.58,RU,1700644097
456,luganville,-15.5333,167.1667,25.71,76,7,3.92,VU,1700644097
457,zaozersk,69.4005,32.4476,-14.22,94,7,4.01,RU,1700644097
458,pokhara,28.2333,83.9833,20.31,65,51,1.48,NP,1700644075
459,turpan,42.9333,89.1667,11.43,33,15,1.87,CN,1700643612
460,inarajan village,13.2736,144.7484,29.08,89,84,6.65,GU,1700644097
461,olavarria,-36.8927,-60.3225,6.77,67,0,3.27,AR,1700644097
462,taybad,34.74,60.7756,18.46,13,0,9.21,IR,1700644097
463,inari,68.906,27.0288,-10.89,88,92,5.33,FI,1700643619
464,konce,41.4958,22.385,8.96,94,100,2.21,MK,1700644098
465,chonchi,-42.6128,-73.8092,6.73,97,91,1.22,CL,1700643834
466,chilecito,-29.1619,-67.4974,21.18,56,70,3.24,AR,1700644098
467,pekan,3.4836,103.3996,24.71,95,100,4.03,MY,1700644098
468,polovinnoye,54.7914,65.9864,-1.79,95,100,7.8,RU,1700644098
469,nguigmi,14.2495,13.1092,26.6,25,100,3.2,NE,1700644098
470,mwinilunga,-11.7358,24.4293,26.1,53,100,1.76,ZM,1700644098
471,holualoa,19.6228,-155.9522,23.91,88,75,2.57,US,1700643834
472,mumford,5.2618,-0.759,28.05,75,100,3.4,GH,1700644099
473,porto novo,6.4965,2.6036,28.9,66,96,2.91,BJ,1700643600
474,cabrero,-37.0333,-72.4,6.16,92,100,1.93,CL,1700644099
475,pisco,-13.7,-76.2167,19.45,88,100,1.54,PE,1700643807
476,khuzdar,27.7384,66.6434,22.84,31,0,4.07,PK,1700644099
477,sos'va,59.1766,61.8558,-6.08,87,100,4.02,RU,1700644099
478,laguna,38.421,-121.4238,13.38,93,0,0.0,US,1700643830
479,keetmanshoop,-26.5833,18.1333,29.84,21,5,0.93,NA,1700644099
480,verkhnevilyuysk,63.4453,120.3167,-27.07,96,96,2.49,RU,1700644099
481,dampit,-8.2116,112.7493,27.41,73,72,2.87,ID,1700644099
482,callao,-12.0667,-77.15,19.84,88,100,4.63,PE,1700643576
483,revda,56.801,59.9303,-4.79,86,100,4.98,RU,1700644100
484,veraval,20.9,70.3667,30.09,41,1,3.1,IN,1700644100
485,hami,42.8,93.45,5.67,21,1,5.94,CN,1700643835
486,juneau,58.3019,-134.4197,4.0,95,100,4.63,US,1700643843
487,usinsk,65.9939,57.5281,-17.18,94,100,2.68,RU,1700643822
488,ivdel',60.6911,60.4206,-7.21,95,100,3.13,RU,1700644100
489,kasane,-17.8167,25.15,33.11,32,57,2.87,BW,1700644100
490,kununurra,-15.7667,128.7333,33.99,46,59,7.72,AU,1700644100
491,kirensk,57.7853,108.1119,-16.37,88,100,3.12,RU,1700643845
492,goz beida,13.95,20.55,31.83,18,93,4.46,TD,1700644101
493,golyshmanovo,56.3979,68.3728,-4.19,64,100,8.79,RU,1700644101
494,lepsy,46.235,78.9456,10.56,39,32,0.8,KZ,1700644101
495,gaiman,-43.2897,-65.4929,11.22,42,91,4.67,AR,1700644101
496,creston,41.0586,-94.3614,-4.81,80,0,2.57,US,1700643848
497,santo tome,-31.6627,-60.7653,18.36,96,100,1.79,AR,1700644101
498,shatrovo,56.5167,64.6333,-3.31,68,100,7.01,RU,1700644101
499,benguela,-12.5763,13.4055,29.39,65,100,2.52,AO,1700644006
500,nadi,-17.8,177.4167,25.0,73,40,4.12,FJ,1700643848
501,diego de almagro,-26.3667,-70.05,12.27,62,0,1.23,CL,1700644102
502,ngambe,4.2333,10.6167,22.46,96,100,0.92,CM,1700644102
503,el carril,-25.0741,-65.4917,23.8,74,31,1.19,AR,1700644102
504,port-gentil,-0.7193,8.7815,25.57,86,100,4.66,GA,1700644102
505,olyokminsk,60.3736,120.4264,-21.25,92,100,3.77,RU,1700644102
506,tahe,52.3333,124.7333,-14.51,73,95,0.52,CN,1700643836
507,koson,39.0375,65.585,13.18,76,100,6.85,UZ,1700644102
508,pentecoste,-3.7928,-39.2703,25.47,78,11,2.37,BR,1700644102
509,battambang,13.1027,103.1982,30.34,58,90,0.83,KH,1700644103
510,mpanda,-6.3655,31.0409,23.77,77,100,1.69,TZ,1700644103
511,waingapu,-9.6567,120.2641,31.06,53,98,6.84,ID,1700643852
512,wesselsbron,-27.8549,26.3658,31.49,21,7,3.0,ZA,1700644103
513,toba,34.4833,136.85,14.0,76,0,1.61,JP,1700644103
514,usol'ye,59.4268,56.6808,-3.58,79,100,3.87,RU,1700644103
515,thurso,58.5927,-3.5259,12.14,89,100,10.58,GB,1700644103
516,parauapebas,-6.0675,-49.9022,22.02,99,73,0.68,BR,1700644103
517,copiague,40.6815,-73.3998,12.79,94,100,11.62,US,1700644104
518,nerchinsk,51.9833,116.5833,-11.69,86,100,0.83,RU,1700644104
519,minas de marcona,-15.2119,-75.1103,14.4,86,100,4.05,PE,1700644104
520,la ronge,55.1001,-105.2842,-8.76,84,94,4.41,CA,1700644104
521,basugaon,26.4667,90.4,27.47,45,5,1.76,IN,1700644104
522,burang,30.25,81.1667,3.47,20,0,2.23,CN,1700644104
523,talara,-4.5772,-81.2719,20.48,88,88,5.64,PE,1700644104
524,big bear city,34.2611,-116.845,6.36,20,100,2.24,US,1700643850
525,madingou,-4.1536,13.55,29.14,69,47,0.62,CG,1700644078
526,tlapa de comonfort,17.55,-98.55,18.25,95,10,0.77,MX,1700644105
527,borskoye,53.0333,51.7167,0.57,96,100,8.15,RU,1700644105
528,kati,12.7441,-8.0726,25.67,13,42,3.64,ML,1700643951
529,shirgaon,19.7,72.7,29.2,49,0,5.12,IN,1700643926
530,lagunas,-5.2269,-75.6753,22.98,96,100,0.8,PE,1700644105
531,basotu,-4.3667,35.0833,25.7,48,63,5.39,TZ,1700644105
532,saudarkrokur,65.7461,-19.6394,1.43,59,47,13.79,IS,1700643643
533,smithers,54.7804,-127.1743,0.18,100,100,1.03,CA,1700644105
534,enewetak,11.3474,162.3373,27.75,76,32,7.39,MH,1700643870
535,mazatlan,23.2167,-106.4167,23.28,78,0,1.54,MX,1700643952
536,podporozh'ye,60.9112,34.1706,-8.78,85,49,0.76,RU,1700643819
537,pingzhuang,42.0372,119.2889,0.81,69,7,2.85,CN,1700644106
538,namtsy,62.7161,129.6658,-27.21,92,100,3.5,RU,1700643778
539,priargunsk,50.3691,119.1012,-11.5,91,100,2.18,RU,1700644106
540,coahuayana de hidalgo,18.7,-103.6583,24.35,89,94,1.16,MX,1700643852
541,vershino-darasunskiy,52.35,115.5167,-13.66,76,100,2.53,RU,1700644005
542,tromso,69.6496,18.957,-0.99,64,20,17.49,NO,1700643736
543,melfi,40.9965,15.6514,14.16,83,100,1.69,IT,1700644106
544,bikenibeu village,1.3673,173.1241,28.98,79,20,1.54,KI,1700643858
545,shasta lake,40.6804,-122.3708,10.98,49,5,2.18,US,1700644106
546,uturoa,-16.7333,-151.4333,26.37,82,46,7.41,PF,1700643817
547,arroio dos ratos,-30.0772,-51.7292,19.19,97,90,3.85,BR,1700644106
548,qarqaraly,49.4058,75.4742,3.55,37,98,2.63,KZ,1700644106
549,lincheng,19.9078,109.6858,24.34,78,96,6.02,CN,1700644107
550,sao miguel,-5.4667,-35.3667,25.43,71,38,6.86,BR,1700644107
551,iligan,8.2282,124.2412,26.84,88,100,0.96,PH,1700644107
552,piti village,13.4626,144.6933,29.03,82,20,4.12,GU,1700644107
553,kuching,1.55,110.3333,29.12,79,20,2.57,MY,1700644107
554,troitsko-pechorsk,62.7084,56.1964,-11.28,83,100,4.02,RU,1700644107
555,howard springs,-12.497,131.047,28.95,75,19,3.79,AU,1700644107
556,hoi an,15.8794,108.335,23.98,87,100,2.12,VN,1700644107
557,leer,53.2316,7.461,2.75,95,100,3.56,DE,1700644108
558,ouro preto do oeste,-10.7481,-62.2158,21.66,97,100,0.93,BR,1700644108
559,minab,27.1467,57.0801,28.19,51,0,3.94,IR,1700643853
560,bel ombre,-4.6167,55.4167,28.37,74,31,3.39,SC,1700643862
561,karungdong,5.8844,121.263,28.3,82,83,3.86,PH,1700643864
562,wewak,-3.5534,143.6268,27.08,86,15,2.81,PG,1700643849
563,hasaki,35.7333,140.8333,17.22,78,0,6.36,JP,1700643836
564,krasnogorskoye,52.2953,86.1979,-4.39,58,38,2.93,RU,1700644108
565,gobabis,-22.45,18.9667,32.97,15,99,6.0,NA,1700644108
566,fauske,67.2588,15.3918,0.02,91,100,6.44,NO,1700643816
567,aqadyr,48.2553,72.8483,4.11,42,100,4.59,KZ,1700644108
568,usak,38.5,29.4167,13.99,57,85,6.6,TR,1700643876
